Sun Apr  7 23:14:41 2019    /home/pi/ballance/Ballance/PythonCode/stats

         14936588 function calls (14873155 primitive calls) in 77.027 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 tpu.py:114(TPUReplicateContext)
        2    0.000    0.000    0.000    0.000 helper.py:253(__init__)
        1    0.000    0.000    0.000    0.000 training.py:545(_TrainingExecutor)
        1    0.000    0.000    0.000    0.000 cpuinfo.py:437(DarwinCPUInfo)
        1    0.000    0.000    0.000    0.000 dataset.py:31(<module>)
        1    0.000    0.000    0.001    0.001 useful.py:2(<module>)
        1    0.000    0.000    0.001    0.001 vector_sinh_arcsinh_diag.py:35(VectorSinhArcsinhDiag)
       27    0.000    0.000    0.000    0.000 tag.py:42(__hash__)
        1    0.000    0.000    0.000    0.000 ec.py:38(EllipticCurvePrivateKey)
        1    0.000    0.000    0.000    0.000 terminal.py:13(<module>)
        1    0.000    0.000    0.000    0.000 plotting.py:240(_Options)
        1    0.000    0.000    0.000    0.000 laguerre.py:1769(Laguerre)
        1    0.000    0.000    0.000    0.000 specifiers.py:589(SpecifierSet)
        1    0.000    0.000    0.000    0.000 plistlib.py:312(_PlistParser)
        2    0.000    0.000    0.000    0.000 cpuinfo.py:88(_try_call)
        1    0.000    0.000    0.000    0.000 rsa.py:17(RSAPrivateKey)
       16    0.000    0.000    0.000    0.000 base.py:3556(_make_evaluate_unary)
        1    0.000    0.000    0.000    0.000 specifiers.py:78(_IndividualSpecifier)
        1    0.000    0.000    0.000    0.000 rsa.py:65(RSAPublicKey)
        1    0.000    0.000    0.000    0.000 main.py:48(TestProgram)
        1    0.000    0.000    0.000    0.000 extensions.py:164(AuthorityKeyIdentifier)
        1    0.000    0.000    0.000    0.000 <string>:5(Symbol)
        1    0.000    0.000    0.000    0.000 rnn_cell.py:2446(LayerNormLSTMCell)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TFE_DEVICE_PLACEMENT_EXPLICIT_swigconstant}
        1    0.000    0.000    0.001    0.001 tuner.py:27(Tuner)
        1    0.000    0.000    0.000    0.000 init_ops.py:402(VarianceScaling)
        3    0.000    0.000    0.000    0.000 sharedctypes.py:181(__init__)
        1    0.000    0.000    0.000    0.000 rnn_cell_impl.py:373(BasicRNNCell)
        1    0.000    0.000    0.000    0.000 styles.py:9(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method _ctypes.pointer}
       15    0.000    0.000    0.000    0.000 mock.py:1688(<genexpr>)
        2    0.000    0.000    0.000    0.000 rcsetup.py:325(__call__)
        1    0.000    0.000    0.000    0.000 transforms.py:59(TransformNode)
        1    0.000    0.000    0.000    0.000 linear_operator_low_rank_update.py:37(LinearOperatorLowRankUpdate)
        1    0.000    0.000    0.000    0.000 internals.py:2051(CategoricalBlock)
        2    0.000    0.000    0.000    0.000 {built-in method _tensorflow_wrap_interpreter_wrapper.InterpreterWrapper_InputIndices}
       17    0.000    0.000    0.000    0.000 utils.py:53(_set_function_name)
        2    0.000    0.000    0.000    0.000 mmalobj.py:2019(<listcomp>)
        1    0.000    0.000    0.000    0.000 xmlwriter.py:18(XMLwriter)
        1    0.000    0.000    0.000    0.000 checkpoint_management.py:461(CheckpointManager)
        1    0.000    0.000    0.000    0.000 function.py:616(_FuncGraph)
        1    0.000    0.000    0.000    0.000 affine_linear_operator.py:35(AffineLinearOperator)
        1    0.000    0.000    0.000    0.000 h5py_warnings.py:13(<module>)
        2    0.000    0.000    0.000    0.000 common.py:422(_validate_date_like_dtype)
        1    0.000    0.000    0.000    0.000 <string>:5(VarLenFeature)
        1    0.000    0.000    0.003    0.003 math_utils.py:656(InputStatisticsFromMiniBatch)
       11    0.000    0.000    0.000    0.000 tpu_profiler_pb2.py:5(<lambda>)
        1    0.000    0.000    0.000    0.000 array.py:317(BroadcomRawHeader)
        1    0.000    0.000    0.000    0.000 prediction_keys.py:15(<module>)
        1    0.000    0.000    0.000    0.000 base.py:131(_CheckpointPosition)
        1    0.000    0.000    0.000    0.000 __init__.py:325(wrapper)
        1    0.000    0.000    0.000    0.000 head.py:58(Head)
        1    0.000    0.000    0.000    0.000 offsets.py:703(BusinessHourMixin)
        1    0.000    0.000    0.000    0.000 offsets.py:1168(SemiMonthOffset)
        1    0.000    0.000    0.000    0.000 util.py:1088(NameBasedSaverStatus)
        1    0.000    0.000    0.000    0.000 interfaces.py:263(X509Backend)
        1    0.000    0.000    0.000    0.000 data_structures.py:501(_DictWrapper)
        1    0.000    0.000    0.000    0.000 backprop.py:646(GradientTape)
        2    0.000    0.000    0.000    0.000 locale.py:561(getlocale)
        1    0.000    0.000    0.000    0.000 mmalobj.py:1944(MMALBaseConnection)
       48    0.000    0.000    0.000    0.000 __init__.py:2474(_reload_version)
        1    0.000    0.000    0.000    0.000 csv.py:79(DictReader)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3327(And)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3674(ParseElementEnhance)
        2    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
        1    0.000    0.000    0.000    0.000 <string>:5(GetItemOpts)
        1    0.000    0.000    0.000    0.000 univ.py:493(ObjectIdentifier)
        4    0.000    0.000    0.000    0.000 six.py:583(itervalues)
        1    0.000    0.000    0.000    0.000 rrule.py:93(<listcomp>)
        1    0.000    0.000    0.000    0.000 qual_names.py:61(QN)
        1    0.000    0.000    0.000    0.000 decoder.py:48(Decoder)
        1    0.000    0.000    0.000    0.000 app.py:9(<module>)
       12    0.000    0.000    0.000    0.000 __init__.py:15(search_path)
        1    0.000    0.000    0.000    0.000 ascii.py:41(getregentry)
       25    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 internals.py:2181(DatetimeBlock)
        1    0.000    0.000    0.001    0.001 pkgdata.py:34(getResource)
        1    0.000    0.000    0.000    0.000 serialization.py:164(Encoding)
        1    0.000    0.000    0.000    0.000 summary_ops_v2.py:109(SummaryWriter)
        1    0.000    0.000    0.000    0.000 converter.py:53(register)
        1    0.000    0.000    0.000    0.000 I2C.py:85(Device)
        1    0.000    0.000    0.000    0.000 GPIO.py:158(RPiGPIOAdapter)
        1    0.000    0.000    0.000    0.000 pathlib.py:126(<setcomp>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2934(CharsNotIn)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:44(test_numexpr)
        1    0.000    0.000    0.000    0.000 plm.py:497(MovingPanelOLS)
        1    0.000    0.000    0.000    0.000 internals.py:2649(make_block)
        1    0.000    0.000    0.000    0.000 uniform.py:35(Uniform)
        1    0.000    0.000    0.000    0.000 values.py:937(MultiStepContext)
        1    0.000    0.000    0.001    0.001 sinh_arcsinh.py:35(SinhArcsinh)
        1    0.000    0.000    0.000    0.000 tempfile.py:388(_mkstemp_inner)
        2    0.000    0.000    0.000    0.000 interpreter.py:182(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.000    0.000 gmm_ops.py:92(GmmAlgorithm)
       18    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 base.py:694(FrozenList)
        1    0.000    0.000    0.000    0.000 message.py:44(Message)
        1    0.000    0.000    0.000    0.000 list.py:11(SparseList)
        1    0.000    0.000    0.002    0.002 decoder.py:39(ExplicitTagDecoder)
        1    0.000    0.000    0.000    0.000 gumbel.py:34(Gumbel)
        1    0.000    0.000    0.000    0.000 transforms.py:1714(Affine2DBase)
        1    0.000    0.000    0.000    0.000 encoder.py:137(__init__)
       10    0.000    0.000    0.000    0.000 __init__.py:347(ge)
        1    0.000    0.000    0.000    0.000 mmalobj.py:2083(MMALConnection)
       55    0.000    0.000    0.000    0.000 __init__.py:231(u_safe)
        1    0.000    0.000    0.000    0.000 request.py:2051(FancyURLopener)
        1    0.000    0.000    0.000    0.000 helper.py:491(GreedyEmbeddingHelper)
        1    0.000    0.000    0.000    0.000 lite.py:65(TocoConverter)
        1    0.000    0.000    0.000    0.000 <string>:5(NumberLiteral)
        1    0.000    0.000    0.000    0.000 groupby.py:2158(Grouping)
        1    0.000    0.000    0.000    0.000 internals.py:1425(NonConsolidatableMixIn)
        1    0.000    0.000    0.000    0.000 is_in_graph_mode.py:15(<module>)
        1    0.000    0.000    0.000    0.000 pywrap_tensorflow_internal.py:923(TF_Input)
        1    0.000    0.000    0.000    0.000 core.py:615(Lambda)
        1    0.000    0.000    0.000    0.000 <string>:5(_OneHotColumn)
        1    0.000    0.000    0.000    0.000 range.py:44(__new__)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        5    0.000    0.000    0.000    0.000 copy.py:253(_keep_alive)
        1    0.000    0.000    0.000    0.000 cudnn_recurrent.py:36(_CuDNNRNN)
        1    0.000    0.000    0.000    0.000 _ode.py:694(vode)
        1    0.000    0.000    0.000    0.000 sdca_optimizer.py:31(SDCAOptimizer)
        1    0.000    0.000    0.000    0.000 anno.py:42(Basic)
        1    0.000    0.000    0.000    0.000 chi2.py:37(Chi2)
        1    0.000    0.000    0.000    0.000 constraint.py:17(AbstractConstraint)
        1    0.000    0.000    0.000    0.000 gbq.py:144(GbqConnector)
        1    0.000    0.000    0.000    0.000 threading.py:725(_newname)
        1    0.000    0.000    0.000    0.000 compat.py:48(_fscodec)
        1    0.000    0.000    0.000    0.000 {built-in method math.log10}
        1    0.000    0.000    0.001    0.001 utils.py:35(register_decorator)
        2    0.000    0.000    0.000    0.000 tensorflow_wrap_interpreter_wrapper.py:95(<lambda>)
        1    0.000    0.000    0.000    0.000 _trustregion.py:14(BaseQuadraticSubproblem)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2056(IPv6Interface)
        4    0.000    0.000    0.000    0.000 __init__.py:324(wrap)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1275(addCondition)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4100(Forward)
        1    0.000    0.000    0.000    0.000 pywrap_tensorflow_internal.py:949(TF_Output)
        1    0.000    0.000    0.000    0.000 retry.py:144(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:704(_get_data_path)
        2    0.000    0.000    0.000    0.000 __init__.py:1481(__init__)
        1    0.000    0.000    0.000    0.000 cast.py:672(_possibly_infer_to_datetimelike)
        1    0.000    0.000    0.001    0.001 exporter.py:134(Exporter)
        1    0.000    0.000    0.000    0.000 io_ops.py:98(ReaderBase)
        1    0.000    0.000    0.000    0.000 text_format.py:277(_Printer)
        1    0.000    0.000    0.000    0.000 __about__.py:4(<module>)
        1    0.000    0.000    0.000    0.000 text.py:124(VocabularyProcessor)
        1    0.000    0.000    0.000    0.000 sprite.py:1223(GroupSingle)
        1    0.000    0.000    0.000    0.000 feature_column.py:284(InputLayer)
        1    0.000    0.000    0.000    0.000 internals.py:4031(__init__)
        1    0.000    0.000    0.000    0.000 mmalobj.py:3535(MMALPythonConnection)
        2    0.000    0.000    0.000    0.000 textwrap.py:146(_munge_whitespace)
        4    0.000    0.000    0.000    0.000 strings.py:1264(_pat_wrapper)
        1    0.000    0.000    0.000    0.000 runner.py:29(TextTestResult)
        1    0.000    0.000    0.000    0.000 feature_column.py:2481(DataFrameColumn)
        1    0.000    0.000    0.000    0.000 variables.py:77(VariableAggregation)
        4    0.000    0.000    0.000    0.000 {built-in method _tensorflow_wrap_interpreter_wrapper.InterpreterWrapper_TensorName}
        1    0.000    0.000    0.000    0.000 csr.py:23(csr_matrix)
        1    0.000    0.000    0.000    0.000 coordinator.py:33(Coordinator)
        1    0.000    0.000    0.000    0.000 plotting.py:3744(FramePlotMethods)
        1    0.000    0.000    0.000    0.000 variable_scope.py:183(_ReuseMode)
        1    0.000    0.000    0.000    0.000 meta.py:5(<module>)
        2    0.000    0.000    0.000    0.000 locale.py:375(normalize)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:2331(FilterDataset)
        4    0.000    0.000    0.000    0.000 namedtype.py:64(clone)
        1    0.000    0.000    0.000    0.000 swap_regret_optimizer.py:220(_SwapRegretOptimizer)
        1    0.000    0.000    0.000    0.000 __init__.py:116(lrange)
        1    0.000    0.000    0.000    0.000 crypto.py:1423(X509StoreFlags)
        1    0.000    0.000    0.000    0.000 core.py:6059(mvoid)
        1    0.000    0.000    0.000    0.000 transformer.py:159(Base)
        1    0.000    0.000    0.000    0.000 x509.py:334(_CertificateSigningRequest)
        1    0.000    0.000    0.000    0.000 plotting.py:1674(LinePlot)
        1    0.000    0.000    0.000    0.000 ImageStat.py:24(<module>)
        1    0.000    0.000    0.000    0.000 common.py:314(groupby)
        1    0.000    0.000    0.000    0.000 _ode.py:103(ode)
        1    0.000    0.000    0.000    0.000 interfaces.py:131(DSABackend)
        1    0.000    0.000    0.000    0.000 interfaces.py:183(EllipticCurveBackend)
        1    0.000    0.000    0.000    0.000 models.py:262(PreparedRequest)
        2    0.000    0.000    0.000    0.000 cycler.py:468(cycler)
        1    0.000    0.000    0.000    0.000 categorical_vocabulary.py:35(CategoricalVocabulary)
        1    0.000    0.000    0.000    0.000 scope.py:78(Scope)
        1    0.000    0.000    0.000    0.000 offsets.py:2481(FY5253Quarter)
        1    0.000    0.000    0.000    0.000 numeric.py:175(ones)
        2    0.000    0.000    0.000    0.000 rcsetup.py:190(validate_axisbelow)
        1    0.000    0.000    0.000    0.000 relativedelta.py:42(<listcomp>)
        1    0.000    0.000    0.000    0.000 attention_wrapper.py:145(_BaseAttentionMechanism)
        1    0.000    0.000    0.000    0.000 constrained_minimization_problem.py:30(ConstrainedMinimizationProblem)
        1    0.000    0.000    0.000    0.000 offsets.py:1668(WeekOfMonth)
        5    0.000    0.000    0.000    0.000 constraint.py:51(__hash__)
        1    0.000    0.000    0.000    0.000 sinh_arcsinh.py:67(SinhArcsinh)
        1    0.000    0.000    0.000    0.000 cbook.py:969(Null)
        1    0.000    0.000    0.001    0.001 real_nvp.py:38(RealNVP)
        1    0.000    0.000    0.001    0.001 videostream.py:2(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:1428(addHandler)
        1    0.000    0.000    0.000    0.000 <string>:5(_SequenceCategoricalColumn)
        1    0.000    0.000    0.000    0.000 extensions.py:1094(CertificateIssuer)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        1    0.000    0.000    0.000    0.000 internals.py:2325(DatetimeTZBlock)
        1    0.000    0.000    0.000    0.000 lookup_ops.py:99(LookupInterface)
        1    0.000    0.000    0.000    0.000 xla_sharding.py:30(Sharding)
        1    0.000    0.000    0.000    0.000 merge.py:32(_Merge)
        1    0.000    0.000    0.000    0.000 __init__.py:1117(ResourceManager)
        1    0.000    0.000    0.000    0.000 init_ops.py:342(UniformUnitScaling)
